,0,1
6236, tree, dan ##del ##ion
6237, for half a year, last night
6238,trees,ground
6239, bitter mel ##on, rock sugar
6240,badminton,football
6241, dragon ##flies collect, bees gather
6242,moons,stars
6243, fish, cactus ##es
6244,peacock,dog
6245,student,dog
6246, three times, once
6247,room,fireplace
6248,winter,summer
6249, he, don ' t
6250, bandage, washing powder
6251, can clothes, ##es your hair
6252,three,two
6253, the dog drives, i drive
6254,person,chicken
6255,cat,mother
6256, drives his own car, can drive two cars at the same time
6257,trousers,shorts
6258,mouth,nose
6259, the wind, fireworks
6260,tongue,teeth
6261,tree,sky
6262,flowers,pigs
6263,dog,friends
6264,libraries,books
6265, water ., gold
6266, eyes, hand .
6267,phone,stomach
6268,tree,article
6269, an iron column, a rope
6270, soap bar, powder .
6271,water,magma
6272,moon,desert
6273, diamonds, duck feather
6274, bottle, bag .
6275, ice, a dry ##er .
6276,wood,water
6277,pen,dad
6278, cater ##pi ##llar ##s, tigers
6279, du ##rian, apple
6280,air,water
6281,student,monk
6282,fossil,people
6283,pan,basketball
6284,whale,crabs
6285, moon, l ##has ##a
6286, a ##p, an egg
6287, ho ##es, chop ##stick ##s
6288, mother waters, mom puts oil on
6289,ducks,.
6290, paper, a kitchen knife
6291,tree,badminton
6292, diamond, tomato sauce
6293,meat,airplane
6294, a key, broom
6295, an elephant, the micro ##bes
6296, hot air balloon, chair
6297, an erase ##r, glass
6298, hands, vocal cords
6299,glue,water
6300, sham ##poo, glue
6301,bottle,paper
6302,water,flame
6303, stone, glass
6304,tiger,octopus
6305, dan ##del ##ion, lotus
6306, ##color ##s,
6307,stone,beef
6308,##k,.
6309, ice cube ##s, a flint
6310, fish ., monkey
6311, hands, mouth .
6312, an ant, bears
6313, was moon ., is
6314,stones,cotton
6315, planet, gold
6316, melt iron, make cake
6317,machine,sun
6318,water,paint
6319, wood pulp ., glass
6320, knife, ear spoon
6321, molten iron, soap ##y water
6322, whales, bag
6323,production,producing
6324,water,ice
6325, bugs ., tiger
6326, grass, red cloth
6327,bear,stars
6328, oven, school bag
6329, dish ##wash ##ing liquid, perfume
6330,sesame,water
6331,##work,machine
6332, ice, a curling
6333,meet,iron
6334,cement,foam
6335,sand,water
6336,diamond,copper
6337, mom made of sand, mother steel
6338,head,mask
6339,arctic,pole
6340,ripe,up
6341, the stone pier, to ##fu
6342,glass,wall
6343,plane,ship
6344,nails,eggs
6345, the original stone, water
6346,knife,broom
6347,hail,gold
6348,bamboo,fishes
6349, uncle, a tiger
6350, basketball, new dress
6351, iron, a cigarette
6352,scorpion,rabbit
6353,food,people
6354,sun,gold
6355, corn, tiger
6356,sharks,herbs
6357,coaster,.
6358, his father, himself
6359,alien,foreigner
6360, on a steel nail, in bed
6361,games,golf
6362,shark,mural
6363, paper, chicken legs
6364,nectar,meat
6365,.,whale
6366,tank,plane
6367,galaxy,desert
6368, bullets, basketball ##s
6369,wall,pool
6370, hours ##e, cat
6371,whale,fish
6372, steel rod, car
6373, clothes, computer
6374,basketball,bracelet
6375, camera, head ##phones
6376,balcony,bathroom
6377,mars,thailand
6378,desert,bread
6379, fly, climb trees
6380,sunny,rainy
6381,dinosaur,doll
6382,people,car
6383, on land, underwater
6384,rabbit,students
6385, more powerful, drunk
6386,crocodile,panda
6387,ability,me
6388,low,away
6389,change,record
6390, communicate with, be
6391, in a mansion, under water
6392, chop ##stick ##s, cement column
6393, blue whales, fish
6394, measure, change
6395,lions,fish
6396,turtle,train
6397, gold, dew ##drop ##s
6398,,
6399, talk, eat food
6400,flour,iron
6401,tiger,mammoth
6402,rose,grass
6403,rabbit,cobra
6404,iron,mustard
6405,hair,grass
6406,oil,ink
6407, cloud, bio ##gas
6408, fire ##flies, snakes
6409, water, the paper
6410, customer, hedge ##hog
6411,rod,sword
6412,tigers,branches
6413, stars, dump ##lings
6414,tree,cloud
6415,phone,lion
6416,desert,sea
6417,water,fire
6418,whale,fish
6419, bamboo, an apple
6420,lake,land
6421, water spray gun, fire torch
6422, ##es, spiders
6423, listening to music, watching movie
6424, sha ##ving, getting hair ##cut
6425, eating fish, hatch ##ing eggs
6426,tank,pistol
6427,flies,tigers
6428, lotus, water ##mel ##on .
6429, barbecue ., knowledge
6430, at home, in the sea
6431, a gas stove, the refrigerator
6432,oil,soap
6433,elephant,dinosaur
6434, twenty five, eight
6435,blade,water
6436,axe,##fu
6437, pine nuts, honey
6438,lions,snake
6439,darts,bullets
6440,riding,sailing
6441,stones,bread
6442, peanut oil, tea
6443,bird,bike
6444, microwave oven, telephone
6445,dinosaurs,dogs
6446,hand,nose
6447,water,mud
6448,peanuts,apples
6449, refrigerator ##s, air condition ##ers
6450,toilet,kitchen
6451, spoon, chop ##stick
6452,paper,glass
6453,comb,mirror
6454, flour, milk powder
6455, cream, suns ##creen
6456,sphere,cube
6457,axe,hammer
6458,control,##r
6459,facial,eye
6460,rain,haze
6461,haze,air
6462,nose,eyes
6463,glue,scissors
6464,cameras,mirrors
6465,masks,glasses
6466, hand cream, body lot ##ion
6467,screens,windows
6468,wardrobe,cupboard
6469, bark ##s, wa ##gs tail
6470,eat,play
6471, explode, shut down
6472,rice,noodles
6473,tablets,mirrors
6474,ducks,birds
6475,rabbits,tigers
6476, ice cream ##s, stones
6477, ya ##wn, s ##nee ##ze
6478, automatic replace core, ordinary ##s be replaced with cores
6479,rises,sets
6480, spaces ##uit ##s, ordinary clothes
6481,moon,earth
6482, attracting the opposite sex, laying eggs
6483,basketball,football
6484,mouse,keyboard
6485, will give lantern festival, gives christmas day
6486, lotus, plum blossom
6487,land,water
6488,plants,people
6489, panda, ko ##ala
6490,rains,days
6491, rainbow ##s, clouds
6492, fire ##flies, ci ##ca ##das
6493, snails lives, hermit crabs lifetime
6494,flowers,leaves
6495, hip ##po the, camel
6496, tad ##pole, cater ##pi ##llar
6497,, laundry
6498,silver,mercury
6499,tibetan,dai
6500,tibet,xinjiang
6501,einstein,edison
6502, bears, wild geese
6503, mosquito ##es, flies
6504, tu ##lip holland, cherry blossom netherlands
6505, pens, pencil ##s
6506,ruler,knife
6507,##ber,##on
6508,box,house
6509,subway,spaceship
6510, fire ##cr ##acker ##s, ##bag
6511,teacher,classroom
6512,dogs,dinosaurs
6513,water,mud
6514,homework,literature
6515,chinese,english
6516,chinese,japanese
6517,winter,summer
6518,autumn,winter
6519,rocket,train
6520, air condition ##er, fridge
6521,water,oil
6522,##cloth,towel
6523,pan,bowl
6524, p ##y ##ja ##mas, suit
6525,clouds,thread
6526, computers, lo ##oms
6527,glass,clothes
6528, plastic can be, cloth are
6529,paper,cotton
6530, stove ##s, ice
6531,a,every
6532, a comb, tooth ##brush ##es
6533,birds,dogs
6534, donkey ##s, monkeys
6535, pollen, dew
6536,crow,nightingale
6537,goods,courier
6538,translator,operator
6539, architects building, programmers buildings
6540, the crossing, home
6541, teachers cleaned, sanitation workers clean
6542,conductor,salesman
6543, roses, pe ##ony flowers
6544,belt,tie
6545,wind,##us
6546, to break the cold, ra ##bies
6547, gloves, socks can
6548,books,newspapers
6549,ship,car
6550,quilt,towel
6551,glasses,eyes
6552,milk,coffee
6553,coffee,cocoa
6554,flower,black
6555,sugar,salt
6556,wool,wire
6557,squid,crocodile
6558, straw ##berries, apples
6559,sheep,wolves
6560, curtains, mosquito nets
6561, screen of, shell
6562, earth ##worm ##s, fish
6563, wires, leather bands
6564,plastic,glass
6565,feet,voice
6566, listened remote control, listen ##s ste ##th ##os ##cope
6567, bandage, needle tube
6568,machine,set
6569,plane,spaceship
6570,shovel,spoon
6571,scissors,soap
6572,##r,##phones
6573,railway,highway
6574,clothes,snacks
6575, lip gloss, lipstick
6576,zoo,park
6577, geese, small fish
6578,tank,plane
6579, children, small animals
6580, made up, took pictures of
6581,machine,##s
6582,mat,blankets
6583, tooth ##pas ##te, milk powder
6584,mineral,soap
6585, tablets, sugar pills
6586,lid,paper
6587, potatoes, cu ##cum ##bers
6588,powder,glasses
6589, tri ##cycle ##s, trucks
6590,bicycles,people
6591,block,cream
6592, lock needs a key, locks need hair
6593,settle,their
6594,force,law
6595, cups, microphone ##s
6596,hair,pen
6597,tongue,hands
6598, cotton sw ##ab ##s, knives
6599,keyboard,mouse
6600, mixes his mouth, mixed a glass
6601, bob, bear
6602,water,gasoline
6603, tigers, panda ##s
6604, his a needle, sticks
6605, heating, air conditioning .
6606, house, box .
6607, packed his clothes in a ., used the lion
6608,food,steel
6609, table ##ware, stones
6610,stones,crops
6611, crocodile ##s, ants
6612,whales,ants
6613,tigers,elephants
6614, people are, dog is .
6615, clipped the elephant, picks vegetables
6616, vegetables, the steel plate .
6617, the feet, hands
6618, he ' s a computer ., chi ##mp ##an ##zee ##s are computers
6619,bob,monkey
6620, tiger is, he ' s .
6621, dolphins their, she is her .
6622, dog ., he
6623, he ' s ., snakes
6624, panda ##s drink cups, he drank a cup .
6625, gardener plants ., dog grass
6626,his,the
6627, he cup of water, tim basin
6628, cl ##ings to stick, bent saw
6629, stop ##per, needle
6630,gas,air
6631, looks at chop ##stick ##s, watched a telescope
6632,plastic,rubber
6633,guns,cups
6634, sun ##s, shoes
6635, refrigerator ##s cook, fire cooked the .
6636, mouths, feet .
6637, by hand, with scissors .
6638, saving electricity beneficial to, driving good for
6639, he ' s ##iting ., bears ##ite
6640, snake, he his .
6641, teachers teach, dogs are teaching
6642, they are, the table is
6643, they are a ., lamp is the
6644, ants the exam, students exams
6645, sun speaking, headmaster making a speech
6646, pl ##iers are repairing, bob ' s fixing .
6647,bottle,bob
6648, he ' s, dog is
6649, yi ##ui ' s ., snake is
6650, students are ., stone is
6651,are,is
6652,phones,students
6653, he ., dolphin
6654, clothes, tim ' s .
6655, bob ' s, stick is
6656, the computer is, people are
6657,boys,books
6658, he ' s ., sheep are
6659, apple, hua ##wei
6660, bicycle, code can
6661, stone, dog .
6662, wood, a charge ##r
6663, gasoline ., water
6664,kong,states
6665, dog is, sam ' s
6666, tom ' s, wood is
6667, stone, tim .
6668, ants are houses, he ' s a house
6669, bob ' s pulling out his, bacteria are digging their
6670, monkeys are, go ##s ' s
6671, sleeping pills help, coffee helps
6672, sea, sugar water very
6673,a,is
6674, coke, pure water
6675,their,his
6676,lions,workers
6677, he eats, crocodile eat
6678, teachers ., students
6679, stone, they .
6680,the,a
6681, stone, tom .
6682,mimi,dolphin
6683, wood ., sam
6684,work,.
6685,parts,life
6686,contract,workers
6687,schools,students
6688,sam,pen
6689,stone,trees
6690,.,electricity
6691,mountains,table
6692,peeling,eating
6693,bear,edison
6694,##ia,mirror
6695,hat,shoes
6696,meat,trees
6697, stones, tv .
6698,feet,hand
6699,magma,water
6700, predict ., feel
6701, gasoline, stone ' s source
6702, monkeys, human beings
6703,sun,earth
6704,red,green
6705, peach ##es, water ##mel ##ons
6706,##water,water
6707, used water the fire, uses oil fires
6708,stone,.
6709, sea ##water, sky
6710, a weather phenomenon ., an energy source
6711,water,clothes
6712, ' s laundry deter ##gent, is coffee
6713,whale,clothes
6714,light,dark
6715,paper,waste
6716, pl ##iers, pillow
6717,fire,ice
6718, ##ching agents, black pigment ##s
6719,car,house
6720,chinese,english
6721, brushes tooth ##brush, brushed knife
6722,stone,rice
6723,bus,whale
6724, teacher ., le ##cter ##n
6725,rubber,pen
6726, chalk, books .
6727, ##ers, bed sheets
6728,animals,plants
6729,lions,mosquito
6730,are,is
6731, cactus is, jen ##j ##y ' s .
6732, head ##phones ., axe
6733,bacteria,singer
6734,paper,stick
6735, vehicles are water, car is gasoline .
6736, people ., stone
6737,trees,actors
6738, paper, knife .
6739,moon,earth
6740, trees contain, blue light contains
6741, iron and steel, medical supplies
6742, air cushion cushion effect, floor absorption function
6743, coke, pu ##ls ##ation .
6744, trees ., rubber
6745, sea ##water, plastics
6746,box,garage
6747,mountains,letters
6748, farmer ##lit ##iga ##tion, lawyer litigation
6749, salt can provide, sugar provides
6750, sea is, chili peppers are very
6751, cement, powder
6752, scalp ##el, tooth ##pic ##ks
6753,stone,milk
6754, rockets, cruise ships
6755, needs leather shoes, requires a driver ' s license
6756, table, fire ##flies
6757,cotton,book
6758, stirring up vegetables, flying
6759, table the, watches
6760, heart ., stone
6761,bread,table
6762, the bank, clothes
6763, bacteria, human beings
6764,he,air
6765, sci ##sso ##r, bed
6766, universe, earth .
6767, tooth ##pas ##te, cold medicine
6768, oil, milk tea
6769, stomach pain, running
6770, human beings, plants
6771, bullet proof, cotton padded clothes
6772, cold medicines, drugs
6773,unlocked,.
6774, pl ##iers ., a ##drive ##r
6775,box,.
6776, jerry ' s, stone is
6777,phone,.
6778,phone,oven
6779,mountains,basketball
6780, bird ' s nest, vitamin ##s
6781,cotton,iron
6782, bacteria, jon ##y
6783, wallet ., key
6784,bread,key
6785, mosquito ##es, barber
6786,##es,##s
6787, sheep, crocodile ##s
6788, red blood cells, sheep
6789, lamp ., bob
6790, cal ##cula ##tor, lamp
6791, book, cal ##cula ##tor
6792,air,chair
6793,air,plastic
6794,plastics,bread
6795, bread, tooth ##brush
6796, tooth ##brush, paper
6797,paper,petroleum
6798,moon,sun
6799,sheep,lion
6800,snakes,man
6801,lion,man
6802,leopard,snakes
6803, ants, polar bears
6804,trees,cars
6805,birds,lions
6806, polar bears, penguin
6807,penguins,cattle
6808, yo ##gur ##t, yeast
6809, yo ##gur ##t, mineral water
6810,computers,bicycles
6811,tyres,tires
6812, school ##bag protects ., pillows protect
6813, stone ., watches
6814,automobiles,bicycles
6815,apple,peanut
6816,football,physics
6817, yo - yo, football
6818,coffee,gasoline
6819,water,gasoline
6820,apples,peanuts
6821, sam space, tom a house
6822, with water, meat over fire
6823, monkey is the tree, pigs are trees
6824,stick,axe
6825, no ##odle, needles
6826,watch,quilt
6827, remote control, straw
6828, pipe ##tte, stick
6829,lamp,he
6830,.,light
6831,they,cups
6832, iron, apple .
6833, ocean products, iron an product .
6834,iron,air
6835, fans have, air condition ##er with
6836, tall, stomach pain
6837,sticks,knife
6838, refrigerator, oven .
6839, carbonate ##d, milk
6840,fire,water
6841, monkey ., tim
6842, a pan, bottles
6843,bottles,mirror
6844, wastewater nutrients, milk nutrition .
6845,protect,protects
6846,he,bacteria
6847,lion,bacteria
6848, lions, panda ##s
6849, tiger, panda ##s
6850, ants ##s, tigers
6851, people, term ##ites
6852,man,dog
6853, dogs ., gi ##raf ##fe ##s
6854,the,a
6855, soy ##be ##an milk, flame
6856,flame,ice
6857,ant,tim
6858, leopard, earth ##worm
6859, hip ##po, leopard
6860, table, head ##phones .
6861,damage,the
6862,iron,apples
6863,english,chinese
6864,glasses,bottle
6865, eats pens, eat chop ##stick ##s
6866,mouth,ears
6867,tea,water
6868,belt,scarf
6869, gold ##fish, dog
6870,feet,hands
6871, perfume, honey water
6872, cat, electric fan
6873,elephants,fish
6874,lions,mice
6875, with cream ., in honey water
6876,machine,phone
6877, towel, plastic bag
6878, in bed, on air condition ##er
6879, sun ##flower ##s, ice cream
6880, tooth ##pas ##te, water
6881, floor ##ps, ground a ho ##e
6882,bedroom,kitchen
6883, classroom, shopping mall
6884,classroom,cinema
6885,powder,##es
6886, feed ##sters nuts, ##fe ##ed ##ster cat
6887, carrot ##s, microwave
6888,spaceship,bike
6889, rode his bicycle, sailed
6890, watch, head ##phones
6891,pillow,television
6892, sun ##flower ##s, tiny turtles
6893,cats,fish
6894,foam,wood
6895, remote control, microphone
6896,teeth,hair
6897, fish, ##birds
6898,elephants,fish
6899,birds,cats
6900,chalk,stone
6901, tooth ##brush, comb
6902,rice,fruit
6903,water,cement
6904,turtles,rice
6905,bowl,shoes
6906, junk food, fruit
6907,bedroom,balcony
6908, on the playground, in bed
6909, a kitchen knife, scissors
6910,sea,sky
6911,bicycles,motorcycles
6912,bottle,pen
6913, mirror, tooth ##brush .
6914, bread, an umbrella
6915, table lamps, stones
6916, ., basketball
6917, mouse, ear ##phones
6918,scissors,apple
6919,tree,cat
6920, museum, p ##bl ##ic toilets
6921, zoo, bad ##room
6922,mud,water
6923,chair,flowers
6924, pigs, hen ##s
6925, computers, cats .
6926,bottles,cats
6927, black ##board, a pencil
6928,refrigerator,oven
6929,room,airport
6930, washed his with an iron, wash ##es in a washing machine
6931, train is, car
6932,ships,cars
6933, bones, mouse ##s
6934,bones,fish
6935,harmful,beneficial
6936,fly,swim
6937,neck,wing
6938,water,magma
6939, panda ##s, dinosaur
6940, crow, lay eggs
6941, leaf, big stone
6942,stones,grass
6943,sky,magma
6944,road,water
6945, porsche 911, pair of nike shoes
6946, a boat across, my bike acc ##ross
6947, gun, water pistol
6948, injected a needle of an ##esthesia, gave patient eu ##than ##asia .
6949, mental patients, students
6950,construction,software
